Marital_status;Application_mode;Application_order;Course;Daytime_evening_attendance;Previous_qualification;Previous_qualification_grade;Nacionality;Mothers_qualification;Fathers_qualification;Mothers_occupation;Fathers_occupation;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Unemployment_rate;Inflation_rate;GDP;Target;CU1;CU2;CU3;CU4;CU5
1;53;1;9085;1;42;140.0;1;1;1;4;3;140.0;1;0;1;1;0;0;21;0;8.9;1.4;3.51;0;8.228763793990604;5.0182597273136995;1.7790826383043126;-0.2681575437071034;-3.1578266971447895
1;1;1;9238;1;1;120.0;1;19;38;5;6;112.3;0;0;0;1;0;1;22;0;12.7;3.7;-1.7;1;2.278586940305064;0.012320528601127314;-1.8094179625173492;-1.5566796580967543;0.4196733184430256
1;1;1;9238;1;1;122.0;1;1;19;4;4;127.3;1;0;1;1;0;0;20;0;9.4;-0.8;-3.12;1;0.9540149346746938;-3.241199128173279;1.6961867280726637;0.16355585485045612;-0.8458865052575049
1;7;1;9500;1;3;130.0;1;19;38;4;10;130.0;1;0;0;1;0;0;23;0;7.6;2.6;0.32;1;4.996440188190445;-3.069265329018323;1.0699747941261497;0.269656023620644;0.07386247033775103
1;17;2;9773;1;1;133.1;1;3;1;4;5;115.0;1;0;0;1;0;0;19;0;16.2;0.3;-0.92;1;1.4475551289452198;-4.320078640487936;2.040690608678832;0.41213010130666555;-0.04027301285352989
1;17;6;9500;1;1;150.0;1;1;37;1;1;131.5;1;0;0;1;0;0;19;0;10.8;1.4;1.74;1;5.327413521745505;-2.779434692407018;1.7416303141570222;0.22975866200577164;-0.3934804650899901
1;39;1;9991;0;1;133.1;1;19;38;7;4;125.7;0;0;0;1;0;0;26;0;10.8;1.4;1.74;0;-0.3050889354955104;-1.2421308767305046;-3.481335514963475;0.05323417145142097;0.41099749266208596
1;1;6;9500;1;1;141.0;1;1;37;4;3;126.8;1;0;0;1;0;0;18;0;16.2;0.3;-0.92;1;5.097815056903002;-2.9562040921041985;1.8808691755983737;-0.7141024976152421;-1.5844306714440297
1;18;1;9119;1;1;146.0;1;1;37;7;7;132.4;1;0;0;1;1;0;18;0;9.4;-0.8;-3.12;0;-7.915365472970768;-0.7117899663144605;-2.1561852273764317;10.147850905008184;-3.5758677831714234
1;44;1;9003;1;39;150.0;1;38;37;9;9;150.0;1;0;0;1;1;0;20;0;16.2;0.3;-0.92;1;3.874180354710692;-2.371090887626203;-0.7223331606478421;-0.7557118577602977;-1.158532473017969
1;1;1;9670;1;1;133.1;1;3;1;4;4;95.0;0;0;0;1;1;0;19;0;15.5;2.8;-4.06;0;-14.458757107045804;7.240242851384709;-0.33196218156269125;-1.187317634366543;-0.017142176123476485
1;43;1;9991;0;1;120.0;1;37;37;9;9;128.2;0;0;0;0;1;0;32;0;10.8;1.4;1.74;0;0.6549012308147096;0.7659674463376939;4.098841763268278;2.057252587041096;3.602082603981481
2;39;1;9130;1;1;150.0;1;19;19;4;4;130.0;0;0;0;0;1;0;31;0;9.4;-0.8;-3.12;0;0.37234985155598904;0.08315330300691;-4.8065287319481715;-0.6553281754392654;2.903752080383905
1;39;1;9119;1;19;133.1;1;1;19;4;5;100.0;0;0;0;1;1;0;25;0;13.9;-0.3;0.79;0;-0.18132558153047795;2.275580126047612;-6.963523838856419;0.0019613305531014542;1.7606501633054858
1;42;1;9085;1;39;140.0;1;19;3;9;1;159.9;1;0;0;1;0;0;21;0;16.2;0.3;-0.92;1;5.905017951694899;1.5126825341713621;-2.741867338292432;0.7787393868205219;2.8549726729558516
2;43;1;9991;0;1;140.0;1;37;37;4;9;100.0;0;0;0;0;0;0;31;0;12.7;3.7;-1.7;0;-1.1139517592566486;-0.15118599607560326;-1.4933391835371332;2.297203156558522;2.497877736301336
2;39;1;9853;1;1;133.1;1;37;37;5;5;116.5;0;0;0;1;0;0;34;0;16.2;0.3;-0.92;0;-0.37445458479488947;-0.17074317536217967;-3.1620426373792356;-1.1722793600931758;3.629349567995048
1;1;1;9238;1;1;128.0;1;19;19;9;9;120.0;0;0;0;1;0;1;18;0;11.1;0.6;2.02;1;3.5296627079042957;-2.6788893323344927;-0.3153011549910657;0.06181238582642106;-0.7068130799444801
1;1;3;9238;1;1;117.0;1;19;19;9;9;117.0;1;0;1;1;0;0;19;0;12.4;0.5;1.79;0;-18.82623156120866;1.8295529606676826;5.332664492597659;-0.20569759106623092;-0.7829594878770001
1;53;1;9670;1;42;140.0;1;19;37;3;6;140.0;1;0;1;1;0;0;21;0;8.9;1.4;3.51;0;0.8519612898344693;1.385766789734169;-6.292778645170903;0.06217027468855353;1.0050057930853264
1;1;2;9853;1;1;124.0;1;38;37;5;3;118.1;1;0;0;0;0;0;18;0;9.4;-0.8;-3.12;0;2.8750039724405365;-0.28722937826449707;-3.371973852549355;0.1966296413134652;0.7918358430381925
1;1;1;9254;1;1;158.0;1;19;39;4;8;153.5;1;0;0;1;0;0;20;0;11.1;0.6;2.02;1;4.441697074882305;-6.219268492481975;1.2442786544173952;0.08766291991971184;1.2335322177928854
1;43;1;9773;1;1;137.0;1;38;37;9;5;127.9;1;0;0;1;0;0;20;0;15.5;2.8;-4.06;1;1.4042363632829755;-3.6842663516759027;1.7521215102391332;-0.7454881663765481;-0.4284233629782671
1;17;3;9670;1;1;123.0;1;38;38;7;8;118.8;1;1;0;1;0;1;18;0;11.1;0.6;2.02;1;3.2947853157380025;-0.21393694876095062;-2.527265757014549;-1.0731152391967522;-0.4104383907309938
1;1;1;9238;1;1;126.0;1;38;38;7;8;126.7;1;0;0;1;0;0;19;0;7.6;2.6;0.32;1;2.1188208098024193;-0.9782640388153258;-1.153614023400215;1.305733895225658;2.463417777536046
1;43;1;9085;1;1;170.0;1;19;19;5;1;170.0;1;0;0;1;0;0;19;0;12.7;3.7;-1.7;0;-6.4308199152822;-0.8945635767704648;0.7969231993166686;-10.909773832944186;2.951749305664194
4;39;1;9130;1;1;133.1;1;3;1;5;5;110.0;1;0;0;1;0;1;30;0;11.1;0.6;2.02;0;-5.6911536983800985;5.770749627994079;-4.767169279838157;-10.447087494235088;-3.33532603687282
1;17;1;9238;1;1;115.0;1;19;38;5;5;115.0;1;0;0;1;0;0;19;0;11.1;0.6;2.02;1;1.4836243121298898;-3.7491303890029806;1.7207964348615468;-0.6281790859914548;-0.45940546579736663
1;1;3;9556;1;1;132.0;1;38;37;7;7;119.0;1;0;0;1;0;0;19;0;12.7;3.7;-1.7;1;4.622497487101951;-1.6682579474358479;1.884332313049074;-1.3296465529399846;0.6915841818324288
1;1;4;9500;1;1;132.0;1;1;37;4;7;121.8;1;0;0;1;0;1;19;0;12.7;3.7;-1.7;1;5.005645118951279;-2.495955037312122;1.8046857863122316;0.18502611747417316;-0.4301970932170799
1;1;1;9085;1;1;143.0;1;19;38;9;9;133.4;1;0;0;1;0;0;19;0;12.4;0.5;1.79;1;5.604606707970794;-5.936622622355752;0.0748180570140514;0.28792990256421686;-0.2825154840919279
1;1;3;9238;1;1;137.0;1;1;1;3;3;131.4;1;0;0;1;0;0;20;0;7.6;2.6;0.32;1;1.3909824973573472;-1.6120159206674096;0.1941663912366773;0.3493821391524397;1.256241663215067
1;42;1;9119;1;1;130.0;1;19;37;9;3;135.0;0;0;1;1;1;0;25;0;13.9;-0.3;0.79;0;-7.03644741931645;0.01984274494580826;0.9735954365835513;-10.112439702617475;2.3142932619269354
1;1;2;9773;1;1;121.0;1;19;19;9;9;122.8;0;0;0;1;1;0;19;0;12.4;0.5;1.79;0;-18.82623156120866;1.8295529606676826;5.332664492597659;-0.20569759106623092;-0.7829594878770001
2;39;1;9853;1;1;130.0;1;37;19;7;3;140.0;0;0;1;1;0;1;34;0;9.4;-0.8;-3.12;1;6.510048501770433;-5.472042859923599;-0.904755486682076;-0.48734901240953127;-1.4738659563233871
1;18;2;9500;1;1;135.0;1;38;37;9;5;125.3;1;0;0;1;0;1;18;0;12.7;3.7;-1.7;1;3.213338664790453;-0.9169236251607192;2.155915828580287;-0.06414200338166083;-0.6347151533986782
1;1;6;9500;1;1;137.0;1;1;1;4;5;126.3;1;0;0;1;0;1;18;0;9.4;-0.8;-3.12;1;5.439864087062036;-2.340599509701572;2.5812107802464985;0.14394650769965314;-0.5783691643288051
1;1;1;9670;1;1;100.0;1;38;38;9;10;100.0;0;0;0;1;0;0;20;0;11.1;0.6;2.02;1;3.7746490598731346;-2.5521946853327515;-0.9859699224558193;-1.607218552859638;-0.7585374913787845
1;17;2;9500;1;1;127.0;1;19;37;9;7;121.3;1;0;0;1;0;1;20;0;10.8;1.4;1.74;1;3.8836895039450914;-1.507506239941755;2.0245502615902664;0.02905079772583583;-0.5582221781339074
1;53;1;9991;0;1;140.0;1;38;38;191;193;135.0;0;0;1;1;0;0;23;0;8.9;1.4;3.51;0;11.214623716118318;9.35033895593481;-1.8558192422295285;-0.11245463402386226;1.5233055577478276
1;39;1;9670;1;1;140.0;1;37;37;6;6;120.0;0;0;0;1;0;0;28;0;10.8;1.4;1.74;0;-8.040476601913564;4.888957288859151;-3.672758395869981;5.089038658039203;-3.25180036185265
1;17;1;9773;1;1;121.0;1;37;19;9;10;113.7;0;0;0;1;0;0;18;0;15.5;2.8;-4.06;0;2.9174765858426905;-1.8383231255055852;-0.9860592155859762;-0.8073696525251097;-1.1581450923230163
1;43;1;9147;1;1;131.0;1;19;38;9;9;129.7;1;0;0;1;0;0;19;0;16.2;0.3;-0.92;1;-0.422659010772566;-5.008686260908212;0.9070720049870211;0.3165742313028452;-0.38509486760350614
2;1;1;9147;1;1;151.0;1;38;37;9;8;132.1;1;0;0;1;0;0;34;0;7.6;2.6;0.32;0;-2.1291504098348932;-2.966513122881184;-0.5056712943099144;-1.3318942544324646;1.6786363806990157
2;51;1;9853;1;1;130.0;1;37;37;7;8;120.3;0;0;0;1;0;0;35;0;8.9;1.4;3.51;0;-16.269695370597084;5.477002426278802;2.7751610936830895;0.9564007588154467;3.7187105531400793
1;7;1;9991;0;40;120.0;1;37;37;9;7;120.0;0;0;0;1;0;0;32;0;12.4;0.5;1.79;1;0.706968564170188;-2.9856298580201304;-0.28325478575269936;-0.8648273267149397;-0.17571586069823672
1;17;2;9254;1;1;136.0;1;19;19;4;7;123.1;1;0;0;1;0;0;19;0;11.1;0.6;2.02;1;2.2288895542254474;-3.4955683383496243;1.3578741168130304;-0.216771796011471;1.632891537833008
1;17;5;9670;1;1;125.0;1;1;19;9;7;119.4;1;0;0;1;0;0;18;0;11.1;0.6;2.02;1;2.5731499926329;-2.3928409494686718;-1.2948380181431267;1.1284731332426938;2.0485213798309303
2;39;1;9147;1;1;133.1;1;37;37;9;9;140.0;0;0;0;0;0;0;35;0;9.4;-0.8;-3.12;0;0.8902871226986013;-2.6018730035799424;-1.2427644690363837;0.09429177421610105;0.33482686435145614
1;39;1;8014;0;1;133.1;1;1;12;4;5;116.5;0;0;0;1;1;1;24;0;12.4;0.5;1.79;0;0.6984897926977798;-2.182532795921022;-1.2296799660126114;-0.6871889157758896;-2.5473077439560727
1;17;1;9238;1;1;120.0;1;19;37;9;9;113.0;1;0;0;1;0;1;20;0;13.9;-0.3;0.79;1;1.9006396082453763;-2.704959069977178;0.8986529515420105;-0.8874067082910897;-0.4563449372022523
1;1;3;9773;1;1;143.0;11;19;19;4;9;133.9;1;0;0;1;1;1;18;1;16.2;0.3;-0.92;1;2.6074895770365774;-3.918636729955619;1.036356894550595;0.502887797490579;-0.04539107689163515
1;1;3;9500;1;1;133.1;1;38;19;7;9;115.5;1;0;0;1;1;1;20;0;10.8;1.4;1.74;1;4.436905354363238;-1.9948923136136847;1.9161390989374492;0.10595938306086498;-0.49509534381013826
1;17;5;9254;1;1;121.0;1;1;19;4;7;116.5;1;0;0;0;1;0;18;0;9.4;-0.8;-3.12;0;-14.790703007670206;7.625618129906162;0.5121682804133239;1.6688975681858396;7.019361814691467
1;1;1;9119;1;1;168.0;1;19;19;4;4;171.2;0;0;0;1;1;1;18;0;12.4;0.5;1.79;1;6.292765948198896;-8.701405535182994;-0.9943178924644566;-0.5196027335324349;-0.028879211556935194
1;1;1;9670;1;1;124.0;1;19;37;5;7;119.1;0;0;0;1;1;1;20;0;9.4;-0.8;-3.12;1;-0.9490293134764802;-2.691397391732613;-0.4327431810531809;-0.452312260174032;0.44619727797691633
1;17;2;9853;1;1;127.0;1;19;38;3;3;121.1;1;0;0;1;1;0;19;0;12.4;0.5;1.79;0;4.492814967960921;-1.1538354557673358;-0.6855334246443524;0.7594816815610567;0.2448745805350144
1;1;2;9070;1;1;129.0;1;1;1;4;9;132.9;1;0;0;1;1;1;20;0;7.6;2.6;0.32;0;2.04522585394;-2.8080373009914266;0.727615019110286;-0.651692826369082;2.5149826596530174
1;1;1;9238;1;1;137.0;1;19;1;9;9;132.8;0;0;0;1;1;0;19;0;10.8;1.4;1.74;1;1.6923957109555525;-3.2425713066688875;1.094501183228873;0.19251690822731898;-1.5509678623060617
1;1;1;9773;1;1;120.0;1;36;37;0;0;126.7;1;0;0;1;1;0;20;0;7.6;2.6;0.32;1;2.521657441428272;-0.48873036077834364;-2.609280167859641;-0.19888455572595098;-1.4258696988941488
1;1;1;9500;1;1;110.0;1;19;19;9;7;105.8;1;0;0;1;1;0;22;0;11.1;0.6;2.02;1;5.2637377338055105;-2.8347007708184653;0.5692390237604127;0.07046644345082802;-0.9634081757406712
1;17;2;9119;1;1;120.0;1;1;19;9;8;117.2;0;0;0;1;1;1;18;0;11.1;0.6;2.02;0;3.443734492279047;-3.0733849606066435;-1.7831678941392295;-1.0394452643171208;-0.7853308963158709
1;1;1;9500;1;1;143.0;1;38;38;9;9;140.0;0;0;0;1;1;0;19;0;12.7;3.7;-1.7;1;5.683052282728601;-3.0927543111961184;1.6719374238802105;0.27919989543543355;-0.3528989287389952
1;44;1;9003;1;39;120.0;1;1;19;9;7;120.0;0;0;0;1;1;0;22;0;13.9;-0.3;0.79;0;2.7444830583160327;4.407114798664774;-6.137472695352646;0.7584562234477034;1.9328249064811245
1;17;5;9119;1;1;124.0;11;4;12;2;9;119.5;1;0;0;1;1;0;20;1;8.9;1.4;3.51;1;3.2461251957023567;-8.745902572949314;1.3153462869183465;-0.8710185734254285;1.3945365678192971
2;39;1;9003;1;1;168.0;1;1;41;9;3;153.9;0;0;1;0;1;0;34;0;12.4;0.5;1.79;0;-16.472173238311232;5.210590976056795;2.5207083688234633;0.8878162518308098;3.7683946052879396
2;39;1;8014;0;19;133.1;1;1;1;4;4;130.0;0;0;0;1;1;0;24;0;16.2;0.3;-0.92;0;-7.544207348591699;6.2367757046111985;-4.389401948061936;7.39925488756849;3.3415448430946624
1;39;2;9670;1;1;150.0;1;34;34;0;0;107.0;1;0;0;1;1;0;26;0;7.6;2.6;0.32;0;-15.84861002483101;5.472432308419721;0.4842704076488717;-1.2329829610886152;-0.46842884477965946
1;39;1;9500;1;1;140.0;1;37;37;9;6;132.8;0;0;0;1;1;0;35;0;12.4;0.5;1.79;0;3.0030099241175674;-0.7256526237301598;-1.5935321506999802;-0.025602449389366056;0.6687868407952355
1;1;1;9991;0;1;145.0;1;2;37;4;9;127.5;1;0;0;1;1;0;22;0;7.6;2.6;0.32;1;1.168989869523678;-2.3866187035592765;-0.7888507614596939;0.6652505141494085;1.4960640794412123
1;18;1;9254;1;1;118.0;1;38;38;5;5;123.3;1;0;0;1;1;0;26;0;9.4;-0.8;-3.12;0;1.2669445844161025;0.7636205628230386;-3.267541980861484;-2.1390748019463586;-0.014741872373031508
1;17;1;9147;1;1;123.0;1;1;19;3;4;122.0;0;0;0;1;1;0;19;0;8.9;1.4;3.51;0;-8.365309330233568;1.7666803337515302;-1.5369464019875585;8.117807961333694;-1.8601887729061772
1;1;5;9254;1;1;120.0;1;3;19;3;9;114.8;1;0;0;0;1;0;19;0;8.9;1.4;3.51;0;-18.82623156120866;1.8295529606676826;5.332664492597659;-0.20569759106623092;-0.7829594878770001
1;44;1;171;1;39;140.0;1;3;3;2;2;140.0;0;0;1;1;1;0;20;0;15.5;2.8;-4.06;1;-21.11640438311602;-0.9515932525558548;2.556893265296547;-0.6802282783439534;0.5261050213429588
1;51;1;9670;1;1;126.0;1;3;3;1;10;111.0;0;0;1;1;1;0;21;0;11.1;0.6;2.02;1;8.528523907126013;3.3917390130110516;4.49003687758063;0.19322645050485376;1.5222997930243305
1;1;2;9773;1;1;137.0;1;1;19;7;7;133.2;1;0;0;1;0;1;19;0;13.9;-0.3;0.79;1;3.873433643040736;-5.691788986796653;1.2722946178730397;0.5703884424283694;0.9570431844566277
1;1;3;9773;1;1;130.0;1;19;19;9;9;123.0;1;0;0;1;0;0;18;0;12.7;3.7;-1.7;1;1.788996160991505;-3.9971306323481555;1.5956304407229744;-0.14545424724194284;-0.5904438558065865
1;53;1;9003;1;42;150.0;1;1;38;8;8;150.0;0;0;0;1;0;1;23;0;8.9;1.4;3.51;1;13.625948712309242;6.51198848767039;5.5003423959788265;1.2391142380649522;0.007792212842151503
1;17;3;9147;1;1;147.0;1;19;38;5;7;132.3;1;0;0;1;0;1;18;0;12.7;3.7;-1.7;1;0.15242390849280943;-5.26456987440806;1.133492740277407;0.8569252066723455;-0.5886797420059172
1;18;1;9500;1;1;140.0;1;37;38;5;7;126.0;1;0;0;1;0;0;18;0;12.7;3.7;-1.7;1;4.723392134044066;-2.2472886731937933;1.85999760399224;0.14578704332364828;-0.46240466174961464
1;1;3;9500;1;1;132.0;1;38;38;9;9;119.3;1;0;0;1;0;0;19;0;10.8;1.4;1.74;1;3.413738284074577;-1.0934767436847346;2.1166444380274805;-0.03628226073478803;-0.6118477797405784
1;53;1;9147;1;42;130.0;1;1;19;143;172;133.8;1;0;0;1;0;0;21;0;8.9;1.4;3.51;1;11.784840172607263;8.380508971073619;1.8782763553690511;-0.3751215815525226;1.9905197452045647
1;1;1;9085;1;1;130.0;1;37;37;9;6;126.5;1;0;0;1;0;1;18;0;15.5;2.8;-4.06;1;6.819099027205469;-2.2559174248158005;-2.4108945924331797;2.6831188426702712;2.9356103612132407
1;1;1;9773;1;1;151.0;1;38;37;9;5;138.4;1;0;0;1;0;1;24;0;10.8;1.4;1.74;1;2.266048544990292;-4.2415847380954;1.4814170625064527;1.0604721460391857;0.5047797660614228
1;1;4;9500;1;1;144.0;1;3;39;2;3;129.0;1;0;0;1;0;0;18;0;16.2;0.3;-0.92;0;4.885930037866297;-2.0042484859944745;1.63005931970313;-0.9271030472482726;-0.8863906426976687
1;1;1;9670;1;1;127.0;1;19;1;5;7;118.3;1;0;0;1;0;0;18;0;13.9;-0.3;0.79;0;1.657927299790295;-1.8463169472897818;-1.2920206889245645;-0.38121652041293697;-2.0344629760970054
1;17;2;9500;1;1;131.0;1;19;37;9;7;129.8;1;0;0;1;0;0;20;0;12.4;0.5;1.79;1;6.066212464573692;-2.933418476515472;0.08194647342785506;-0.7473074915811422;-1.33878882002169
1;17;2;9085;1;1;123.0;1;1;19;4;9;113.6;1;0;0;1;0;0;19;0;9.4;-0.8;-3.12;0;1.7028436942854666;0.06697444085575271;-3.9243549447033645;0.5550989086866064;3.8458725483957097
1;1;5;9773;1;1;130.0;1;34;38;0;8;128.3;1;0;0;0;0;1;18;0;7.6;2.6;0.32;0;3.2403870156642856;2.903169651926786;-6.7078696760843455;-1.1661610869976022;-1.8748331513282113
1;43;1;9254;1;1;130.0;1;1;19;5;7;130.0;0;0;0;1;0;1;19;0;10.8;1.4;1.74;0;3.0510443282462214;1.9642315337836311;-5.465845268653117;-1.046198794369176;-1.927721161805704
1;17;2;9853;1;1;131.0;1;1;38;4;8;121.9;1;0;0;1;0;0;19;0;10.8;1.4;1.74;1;1.658539056103668;-1.2552476095117855;-0.7318626305533126;1.3746734601427113;1.6632822390455893
1;1;5;9238;1;3;135.0;1;1;38;9;3;129.4;0;0;1;1;0;0;18;0;10.8;1.4;1.74;1;0.9594840821929714;-3.900239807695728;2.1678712133940157;0.131733020694197;-0.01588430383662061
1;1;2;9853;1;1;123.0;1;19;1;194;103;115.3;1;0;0;1;0;0;20;0;11.1;0.6;2.02;0;4.172606202787351;-3.114979668212198;0.6161914134065491;-0.1741808618420791;0.054321256662313445
1;1;5;9500;1;1;145.0;1;38;38;9;9;125.5;1;0;0;1;0;1;18;0;9.4;-0.8;-3.12;1;5.775745139101623;-2.6365124830023863;2.515389717207288;0.19064100593877786;-0.5400421577750883
1;17;6;9556;1;1;118.0;1;38;38;5;5;117.8;1;0;0;1;0;1;19;0;11.1;0.6;2.02;1;4.043658573869805;-0.660483069001834;-0.37541805061004957;0.20004926476978926;1.8510405327763235
1;17;3;9147;1;1;125.0;1;3;38;2;10;118.7;1;0;0;1;0;0;18;0;13.9;-0.3;0.79;0;2.9242328706361533;2.979438473683592;-6.641371841527415;-0.6755931936238712;3.9758147453531665
1;1;2;9500;1;1;152.0;1;37;37;9;9;139.0;1;0;0;1;0;0;18;0;7.6;2.6;0.32;1;4.068201797047406;-4.420963281656011;1.3348388427268325;0.41316468358403446;-0.02032020015249776
1;1;1;9085;1;1;101.0;1;1;37;4;9;98.9;1;0;0;1;0;0;21;0;11.1;0.6;2.02;0;3.8461968069082775;1.153221967018344;-5.871137851940963;-1.0003596918471753;-0.2467057606679048
1;17;1;9254;1;1;137.0;1;34;38;0;7;137.7;1;0;1;0;0;0;19;0;7.6;2.6;0.32;0;-4.680434904300719;9.140091123697;-7.98478686888625;4.642913646867004;-1.8743308981760265
1;1;4;9500;1;1;123.0;1;1;1;3;3;113.6;1;0;0;1;0;0;21;0;12.4;0.5;1.79;1;6.480168859792302;-3.3833404542691663;1.238633938443903;-0.17295672152501806;-0.9051124918496829
1;1;1;9085;1;1;120.0;1;4;1;2;9;113.4;0;0;0;1;0;0;18;0;11.1;0.6;2.02;0;6.235254509480679;3.299508736996282;-8.018841872199424;-3.5249679264653633;-0.9557603747711975
1;17;3;9556;1;1;131.0;1;19;38;9;7;128.5;0;0;0;1;0;1;18;0;12.7;3.7;-1.7;1;5.241055906289031;-2.1807596335563457;1.6623338447158287;-0.5643956286984877;0.5062386380900338
1;1;1;9500;1;1;141.0;1;1;1;3;10;142.8;0;0;0;1;0;0;18;0;11.1;0.6;2.02;1;5.348188759361686;-3.176567048021757;1.8311288318978978;-0.674740775717027;-1.5575768533845948
1;1;1;9130;1;1;144.0;1;3;1;1;3;137.7;0;0;0;0;0;0;23;0;10.8;1.4;1.74;0;-6.277301596646039;3.7307527390988677;-3.0807300668386586;-9.360943096378366;2.7061871463954077
1;1;1;9238;1;1;107.0;1;19;37;7;7;103.5;1;0;0;1;0;0;20;0;16.2;0.3;-0.92;0;2.160612097139178;0.9855740081829112;-3.7384150792072512;-0.38928764212502687;3.1126230150185163
1;1;1;9500;1;1;133.0;1;38;38;5;5;123.2;0;0;0;1;0;0;18;0;16.2;0.3;-0.92;1;4.812656485592918;-2.6972412615656727;1.912723287287968;-0.5918064715005749;-1.6779846072870126
1;17;2;9853;1;1;126.0;1;1;19;2;10;126.0;1;0;0;1;0;0;19;0;7.6;2.6;0.32;0;1.4390992391439457;-1.1707329769506383;-0.8762671578169096;1.6073575203233526;0.0689136680743635
1;39;1;9500;1;1;133.1;1;1;38;3;7;121.7;0;0;0;1;0;1;27;0;12.4;0.5;1.79;0;2.895589831893615;-1.3129244944745477;0.3229564052509306;0.1575783291069069;-1.1003881178466295
1;17;1;9147;1;1;147.0;1;37;37;9;6;142.8;1;0;1;0;0;1;19;0;11.1;0.6;2.02;0;-0.8675859290046818;-5.232339198074681;1.347183370110747;1.0298078645780082;0.08920176320408772
1;43;1;9130;1;1;120.0;1;1;19;9;9;120.0;1;0;0;1;0;0;21;0;15.5;2.8;-4.06;0;4.394057208974948;3.2986878955782584;-5.039744271158656;-0.7671429731038211;0.6662206627361816
1;18;1;9500;1;1;130.0;1;37;38;7;8;119.3;1;0;0;1;0;1;19;0;10.8;1.4;1.74;1;2.8322971351657102;-0.5812240336009715;2.2305867824482988;-0.1171147534848696;-0.678195370917601
1;44;1;9238;1;1;120.0;1;37;37;6;9;121.0;0;0;0;1;0;1;21;0;13.9;-0.3;0.79;1;1.7933481585837503;-1.3996625944589127;2.762138849217907;0.24989541231233958;-1.40199066818546
1;1;5;9773;1;1;138.0;1;19;19;9;9;139.4;1;0;0;1;0;0;18;0;10.8;1.4;1.74;1;1.9668559604428966;-2.207657014981421;-1.371957767947821;-0.4212529440548985;-1.9234789343916474
1;17;1;9085;1;1;124.0;1;19;38;7;7;113.9;1;0;0;1;0;1;20;0;12.7;3.7;-1.7;1;2.304813233130194;-3.832664090052625;-1.207091024065582;-1.832358257055608;1.2345284923364133
1;1;1;9853;1;1;133.0;1;37;37;9;7;124.6;1;0;0;1;0;1;18;0;9.4;-0.8;-3.12;1;3.0242035859173386;-2.80702205156611;-0.9674910516708912;-0.6509193312767629;-0.2864833396949815
1;17;1;9070;1;1;122.0;1;1;1;4;8;123.8;1;0;1;0;0;1;18;0;12.7;3.7;-1.7;0;0.7897698894625889;-2.452430373996676;1.287152393506485;-0.039239471763472686;-1.61392450104019
1;1;3;9085;1;1;138.0;1;1;3;4;4;126.3;1;0;0;1;0;0;18;0;8.9;1.4;3.51;1;4.023605431491926;-3.1140554695415723;-0.41209683593108104;0.13048076558984012;-0.6504498350125434
1;17;4;9773;1;1;134.0;1;1;1;3;3;120.4;1;0;0;1;0;1;18;0;16.2;0.3;-0.92;1;1.6356894108159534;-4.526443237216449;2.129965076799499;-0.4118952421683883;0.3015225512524967
1;1;3;9500;1;1;128.0;1;1;1;7;7;120.5;1;0;0;1;0;1;19;0;12.4;0.5;1.79;0;3.5075084229372004;-1.669988453612312;0.3920403561943127;0.7549125305487411;1.7612229891817788
1;53;1;9085;1;42;140.0;1;19;38;8;9;144.9;1;0;1;0;0;0;23;0;8.9;1.4;3.51;0;14.024714068397776;9.246410674024801;0.8353619108373997;0.02155595165947521;1.2824438939753977
1;39;1;9085;1;19;133.1;1;19;19;4;9;139.9;1;0;0;1;0;1;24;0;8.9;1.4;3.51;1;3.517367034875583;-1.7906961516757454;-0.33948764136129395;-1.449644374544397;-2.37207518259599
1;1;1;171;1;1;142.0;1;1;1;3;3;133.3;1;0;0;1;0;0;19;0;10.8;1.4;1.74;1;-21.11640438311602;-0.9515932525558548;2.556893265296547;-0.6802282783439534;0.5261050213429588
1;1;3;9500;1;1;141.0;1;19;19;9;9;126.0;1;0;0;1;0;0;18;0;12.7;3.7;-1.7;1;7.037866610283239;-4.286352858964108;1.4064406990161686;0.46754745135795317;-0.19830259978282647
1;1;2;9070;1;1;145.0;1;1;19;4;3;133.5;0;0;0;1;0;0;19;0;12.7;3.7;-1.7;1;0.44792632809919936;-3.419091757244034;2.1735121230085266;0.698250743477923;-0.31450341061509274
1;17;2;9853;1;1;145.0;1;38;19;4;9;127.9;1;0;0;1;0;0;19;0;10.8;1.4;1.74;0;-18.82623156120866;1.8295529606676826;5.332664492597659;-0.20569759106623092;-0.7829594878770001
1;1;1;9238;1;1;108.0;1;1;38;5;8;105.9;0;0;0;1;0;1;20;0;11.1;0.6;2.02;0;1.6962645013542488;0.6987151626407131;-1.7083718968458692;-0.5496466125137369;1.4134613507257388
1;1;1;9085;1;1;132.0;1;1;12;4;5;124.3;0;0;0;1;0;0;20;0;13.9;-0.3;0.79;0;4.4577741626326;-0.8875717863831017;-2.430895105089974;-0.13728592769607215;-0.7096166375362539
1;39;1;9773;1;1;140.0;1;34;37;0;0;102.5;0;0;0;1;0;0;26;0;7.6;2.6;0.32;0;-5.264190685718887;5.3508867605846;-4.327752158858682;5.640703506367361;-5.869352035433449
